Metabolite	FR07_20231	FR07_20820	FR07_21072	FR07_21137	FR07_30816	FR07_41186	FR07_50006	FR07_50011	FR07_50020	FR07_50026	FR07_50029	FR07_50037	FR07_50041	FR07_50051	FR07_50066	FR07_50070	FR07_50075	FR07_50081	FR07_50082	FR07_50101	FR07_50103	FR07_50107	FR07_50112	FR07_50117	FR07_50121	FR07_50126	FR07_50135	FR07_50142	FR07_50147	FR07_50152	FR07_50154	FR07_50155	FR07_50158	FR07_50164	FR07_50167	FR07_50174	FR07_50179	FR07_50180	FR07_50182	FR07_50189	FR07_50205	FR07_50225	FR07_50226	FR07_50231	FR07_50237	FR07_50243	FR07_50244	FR07_50254	FR07_50255	FR07_50258	FR07_50263	FR07_50267	FR07_50277	FR07_50280	FR07_50283	FR07_50291	FR07_50292	FR07_50294	FR07_50295	FR07_50300	FR07_50304	FR07_50314	FR07_50317	FR07_50322	FR07_50323	FR07_50328	FR07_50332	FR07_50336	FR07_50337	FR07_50343	FR07_50346	FR07_50354	FR07_50362	FR07_50377	FR07_50387	FR07_50388	FR07_50401	FR07_50414	FR07_50415	FR07_50426	FR07_50428	FR07_50444	FR07_50445	FR07_50446	FR07_50454	FR07_50459	FR07_50464	FR07_50469	FR07_50476	FR07_50477	FR07_50487	FR07_50492	FR07_50504	FR07_50506	FR07_50507	FR07_50523	FR07_50529	FR07_50536	FR07_50542	FR07_50551	FR07_50560	FR07_50587	FR07_50588	FR07_50590	FR07_50596	FR07_50597	FR07_50600	FR07_50603	FR07_50609	FR07_50620	FR07_50621	FR07_50635	FR07_50639	FR07_50643	FR07_50645	FR07_50651	FR07_50657	FR07_50662	FR07_50679	FR07_50688	FR07_50691	FR07_50692	FR07_50693	FR07_50715	FR07_50720	FR07_50729	FR07_50733	FR07_50737	FR07_50742	FR07_50753	FR07_50756	FR07_50765	FR07_50768	FR07_50772	FR07_50774	FR07_50784	FR07_50788	FR07_50794	FR07_50799	FR07_50803	FR07_50804	FR07_50812	FR07_50818	FR07_50819	FR07_50831	FR07_50838	FR07_50845	FR07_50847	FR07_50849	FR07_50850	FR07_50851	FR07_50859	FR07_50860	FR07_50863	FR07_50865	FR07_50875	FR07_50876	FR07_50877	FR07_50878	FR07_50880	FR07_50883	FR07_50884	FR07_50887	FR07_50889	FR07_50892	FR07_50893	FR07_50896	FR07_50898	FR07_50899	FR07_50900	FR07_50913	FR07_50914	FR07_50917	FR07_50918	FR07_50923	FR07_50924	FR07_50933	FR07_50937	FR07_50938	FR07_50939	FR07_50941	FR07_50951	FR07_50955	FR07_50956	FR07_50959	FR07_50962	FR07_50968	FR07_50970	FR07_50976	FR07_50978	FR07_50979	FR07_50980	FR07_50982	FR07_50983	FR07_50984	FR07_50988	FR07_50991	FR07_50994	FR07_51006	FR07_51020	FR07_51032	FR07_51033	FR07_51034	FR07_51035	FR07_51038	FR07_51039	FR07_51045	FR07_51049	FR07_51051	FR07_51053	FR07_51054	FR07_51055	FR07_51057	FR07_51061	FR07_51063	FR07_51064	FR07_51065	FR07_51067	FR07_51068	FR07_51071	FR07_51078	FR07_51079	FR07_51090	FR07_51091	FR07_51093	FR07_51094	FR07_51095	FR07_51096	FR07_51108	FR07_51109	FR07_51112	FR07_51115	FR07_51135	FR07_51136	FR07_51148	FR07_51152	FR07_51157	FR07_51159	FR07_51161	FR07_51163	FR07_51165	FR07_51167	FR07_51168	FR07_51171	FR07_51176	FR07_51180	FR07_51185	FR07_51186	FR07_51189	FR07_51190	FR07_51200	FR07_51201	FR07_51202	FR07_51203	FR07_51204	FR07_51210	FR07_51211	FR07_51216	FR07_51221	FR07_51225	FR07_51227	FR07_51237	FR07_51239	FR07_51244	FR07_51249	FR07_51259	FR07_51263	FR07_51264	FR07_51266	FR07_51268	FR07_51271	FR07_51275	FR07_51277	FR07_51280	FR07_51281	FR07_51289	FR07_51291	FR07_51295	FR07_51296	FR07_51306	FR07_51309	FR07_51310	FR07_51314	FR07_51315	FR07_51316	FR07_51321	FR07_51325	FR07_51326	FR07_51329	FR07_51337	FR07_51338	FR07_51339	FR07_51340	FR07_51348	FR07_51350	FR07_51352	FR07_51353	FR07_51355	FR07_51357	FR07_51361	FR07_51362	FR07_51378	FR07_51380	FR07_51382	FR07_51383	FR07_51386	FR07_51394	FR07_51398	FR07_51399	FR07_51403	FR07_51404	FR07_51406	FR07_51407	FR07_51408	FR07_51410	FR07_51412	FR07_51414	FR07_51420	FR07_51421	FR07_51422	FR07_51429	FR07_51431	FR07_51432	FR07_51433	FR07_51434	FR07_51435	FR07_51442	FR07_51443	FR07_51445	FR07_51446	FR07_51449	FR07_51451	FR07_51452	FR07_51454	FR07_51459	FR07_51460	FR07_51466	FR07_51469	FR07_51476	FR07_51477	FR07_51480	FR07_51481	FR07_51482	FR07_51487	FR07_51497	FR07_51498	FR07_51499	FR07_51505	FR07_51507	FR07_51508	FR07_51509	FR07_51511	FR07_51514	FR07_51515	FR07_51516	FR07_51519	FR07_51520	FR07_51529	FR07_51532	FR07_51533	FR07_51534	FR07_51535	FR07_51536	FR07_51537	FR07_51540	FR07_51550	FR07_51551	FR07_51564	FR07_51567	FR07_51568	FR07_51575	FR07_51581	FR07_51584	FR07_51585	FR07_51587	FR07_51596	FR07_51601	FR07_51602	FR07_51605	FR07_51606	FR07_51608	FR07_51612	FR07_51614	FR07_51617	FR07_51622	FR07_51629	FR07_51633	FR07_51634	FR07_51636	FR07_51639	FR07_51641	FR07_51647	FR07_51649	FR07_51650	FR07_51656	FR07_51657	FR07_51664	FR07_51667	FR07_51672	FR07_51678	FR07_51680	FR07_51685	FR07_51686	FR07_51688	FR07_51693	FR07_51696	FR07_51701	FR07_51702	FR07_51704	FR07_51705	FR07_51706	FR07_51708	FR07_51716	FR07_51718	FR07_51719	FR07_51721	FR07_51722	FR07_51723	FR07_51724	FR07_51726	FR07_51730	FR07_51732	FR07_51734	FR07_51735	FR07_51737	FR07_51741	FR07_51743	FR07_51744	FR07_51751	FR07_51753	FR07_51763	FR07_51764	FR07_51776	FR07_51781	FR07_51782	FR07_51783	FR07_51784	FR07_51788	FR07_51796	FR07_51797	FR07_51801	FR07_51803	FR07_51807	FR07_51809	FR07_51815	FR07_51818	FR07_51824	FR07_51827	FR07_51830	FR07_51831	FR07_51832	FR07_51834	FR07_51838	FR07_51839	FR07_51841	FR07_51842	FR07_51843	FR07_51846	FR07_51847	FR07_51852	FR07_51854	FR07_51856	FR07_51859	FR07_51860	FR07_51861	FR07_51863	FR07_51864	FR07_51871	FR07_51873	FR07_51874	FR07_51876	FR07_51877	FR07_51880	FR07_51881	FR07_51882	FR07_51883	FR07_51884	FR07_51886	FR07_51889	FR07_51892	FR07_51893	FR07_51895	FR07_51904	FR07_51905	FR07_51907	FR07_51912	FR07_51913	FR07_51915	FR07_51917	FR07_51919	FR07_51921	FR07_51926	FR07_51927	FR07_51932	FR07_51933	FR07_51936	FR07_51940	FR07_51941	FR07_51942	FR07_51946	FR07_51947	FR07_51957	FR07_51958	FR07_51962	FR07_51967	FR07_51968	FR07_51969	FR07_51971	FR07_51980	FR07_51983	FR07_51984	FR07_51986	FR07_51998	FR07_52000	FR07_60673	FR07_60784	FR07_61361	FR07_61771
Total_C	-1.585926797	-0.878018237	0.402178798	2.294104691	1.668661346	-1.684784369	0.441593282	-2.008345875	-0.09944786	2.435221528	0.476309321	-0.721161717	-1.157136486	1.995482867	NA	0.473385158	-0.508368637	-0.098412155	1.824315806	-1.171740307	0.403171848	0.039371165	NA	0.587909513	0.533730782	1.059451789	-0.777498512	-1.196482485	NA	0.666345991	-1.367578108	0.536135336	-1.547722797	0.659319521	-0.376728971	NA	-0.297404376	1.049245676	-0.424289198	1.0480331	-0.873995448	0.377144989	0.279810499	0.204373214	0.384817026	1.069574009	0.630399032	NA	-0.280533218	-1.473158891	-0.045178585	0.811058073	-1.106255757	-2.282448708	-0.99280651	-0.582727301	-0.001605924	-0.558710752	-1.262784029	-0.184533267	-0.251393803	-0.684748002	-0.557406876	-0.690763189	-1.252154792	1.348748398	-2.029535658	-0.554421791	-0.006534053	0.599773112	-0.79950889	1.736325287	-1.472984218	0.82031147	0.107511049	0.073840675	1.401338947	-0.81926022	0.239148514	0.757701212	-0.531518344	0.574927966	-1.532010849	1.779296368	-0.276955851	-0.602792172	0.442819885	-0.57774298	0.575254632	0.349569831	-0.18072258	0.927109489	0.533606642	1.226479993	-0.061493847	-0.682961929	NA	1.755437064	-1.206123242	0.450035227	0.770570906	1.069540842	-0.584206197	0.135583515	-0.884040145	-0.646901611	0.622659082	-0.421140441	-0.951633881	-0.086913424	-1.281597708	-0.177824188	-0.932850789	1.683883751	-0.690330009	-0.03520822	-0.822517388	-0.226063104	-0.408152465	2.514481613	-1.11042828	0.024827779	0.28492527	1.69551975	-0.236923452	-0.102893286	0.107138639	0.706640733	0.74795508	-0.056372847	-1.051669154	-1.814543441	-1.72432436	-0.286782817	-0.25080178	-1.421517044	-0.577622089	-2.053268765	-0.682152067	1.919580065	-0.085020261	-1.595737911	-0.125577083	NA	0.335203428	-1.062540343	-1.377405794	0.93479547	0.954915857	-0.200876512	-0.761470115	-0.375911245	0.516435355	0.324968721	-0.698149921	-0.095489329	1.511305035	-0.220048183	-0.435952838	0.630393705	-0.666471799	1.331156754	0.232768864	-0.080654253	-0.127570854	-0.342408234	-0.029606106	0.193923197	1.218175356	0.470238796	-0.88629233	1.911861733	-0.459893537	-2.485715879	-0.233817105	-0.211175153	0.446876831	0.353710794	-0.30746919	-1.28060338	-1.320443589	0.78543949	0.693257837	0.654618745	-0.119183848	-2.343019383	1.346003979	-0.960257741	0.684429063	0.376104367	2.278221553	-0.600404485	0.010950875	NA	0.031801241	-0.497575352	1.149950448	-0.775085038	1.600663581	0.83623485	-1.391296359	0.119794823	0.737123141	0.17654558	0.803657374	-1.571717865	1.368405251	-0.703329569	-0.304345696	1.093661096	0.805922617	-0.071904865	-0.208908447	-2.404348719	1.773338031	-1.465366954	NA	0.776686586	-0.090222924	0.457783185	0.664596114	-1.166669414	-0.257927807	1.26179573	-0.330969081	0.813059866	0.293545227	1.193518509	0.851929875	1.681799446	-0.861973051	-0.011913281	-0.290002755	NA	-0.138085535	0.244308542	0.61427389	-0.468420323	-1.538131265	0.444657409	1.733319126	-0.356274033	1.157543619	2.436076731	-0.136715844	0.516880173	-0.120195109	-0.787836893	-0.24861416	NA	0.466606951	-0.832472685	-0.008858139	-0.201801913	0.908746445	-3.288385221	-0.304914214	0.312682186	-0.083913527	-0.691664877	0.168006481	2.647505924	-2.037857394	NA	-1.756827889	-0.625843717	-0.682228863	-0.078443607	-0.67002794	0.26923688	-1.183871625	0.230519102	0.031824334	-1.544288748	1.333308696	1.270626379	0.171956776	-1.980519982	-2.406298344	-1.191657979	-0.300214451	1.146920283	0.029351859	1.998869856	1.552998787	-0.540246893	0.428480486	-0.18146926	-0.852474728	-1.330040397	-0.494783276	1.531962824	-0.638980902	0.980378003	-1.321166494	0.986018112	-0.112979597	0.034612057	-0.90081893	-1.116369228	0.737685641	-1.479992131	0.415982978	-1.183050418	1.46281823	-0.606851522	0.633723925	0.54231079	-0.408592167	0.195057484	-0.109859353	-1.262533604	1.506990592	0.113029125	1.523644628	NA	-0.341781952	0.745387667	-0.246230943	-0.995517893	-0.481264559	NA	-0.021444595	-1.823842489	-0.186429662	-0.027296816	1.150187293	0.693528261	0.520987309	-1.436476275	-1.887062555	-0.518694427	0.396090012	1.235480654	0.88751838	3.063321513	2.635830858	-1.009518989	-1.096511695	0.743947372	-0.104705757	-0.526390605	0.194120889	-0.096712517	1.034149596	1.739384543	0.470179118	-0.439325231	1.162054288	-0.117060054	0.818759857	NA	-1.133963096	0.301473949	NA	-0.292986667	-0.946775805	-0.158121953	1.962383008	0.317427147	-1.320884197	0.32233107	0.187303706	0.423394031	-0.245411847	-0.72082135	0.104601855	-1.47384497	0.823904561	-0.133782497	-0.574861324	0.355805804	-0.737028776	-0.603278016	-0.110919646	-0.264238488	-1.004314213	0.764212995	-0.883179329	-1.50819114	1.352395934	-0.438245539	-0.249068334	-0.3874811	0.595593163	-0.194993022	-0.454012742	-2.166989873	0.973128513	-0.337093342	0.597400529	0.064872203	-1.601992537	-0.076814245	1.056007511	2.079159074	0.470245062	1.347725425	-0.634099927	-0.387830837	-0.441871589	1.616479475	-0.181230254	-0.581559473	0.439607365	-0.450382795	-0.192743043	1.82474236	-1.343082808	-1.140279126	1.667507733	-0.140054382	-0.453325944	0.940916714	-1.428797269	0.524185843	0.260383678	3.05e-05	-0.565985833	-0.92115739	0.665420542	0.185586257	0.234786762	0.657588361	0.656713342	-0.62022099	2.524598736	-0.186053027	-1.116378001	0.720847558	-0.076940726	1.236229123	0.104502495	-1.39866412	2.074075612	-0.78639832	0.083659892	-0.539619358	-0.499629488	0.154479654	-0.505164794	0.011159128	-0.022763314	1.893077419	0.034523172	-1.359095504	1.371358284	0.29432928	-0.074961317	0.039503456	0.37708338	3.003623893	0.802510614	0.147851085	0.148606998	0.578232206	1.368213298	0.345977244	1.670961695	0.881960423	-0.846860249	-0.663885261	0.294060163	0.672960601	-0.65471791	0.494838472	-0.514982742	-0.570753514	0.350431401	-0.993887174	-0.995133826	-0.876755725	-0.952130013	0.524249311	0.607734738	0.27756906	0.017747947	-2.309285219	1.541960899	0.274622095	0.088517217	-0.347975487	0.167540622	-0.36340781	-2.673161249	0.081980639	-0.043802828	-0.037263719	-0.569983291	-1.962724954	-0.248570338	2.203266703	0.324837918	0.189835024	0.933787743	-0.195821146	0.428257369	-1.086189348	0.754312416	0.254910785	-0.083938496	1.478699084	0.50382322	-0.292841358	-0.150056658	-0.473781284	-0.030637753	0.267200064	NA	-1.78893344	-0.237909867	-0.343623199	2.703290077	-0.399003061	0.074838188	-0.269900102	0.940249317	0.45491811
Esterified_C	-1.608584907	-0.567006812	0.352178044	2.250340128	1.784259194	-1.711624501	0.438518742	-2.086702989	-0.149614812	2.505065969	0.455357891	-0.617146627	-1.194133134	1.784474023	NA	0.457301804	-0.656824047	-0.076576507	1.711812698	-1.277653951	0.184769017	0.075677563	NA	0.559762904	0.673036872	0.982898033	-0.84504023	-1.237332071	NA	0.606930875	-1.471657463	0.488389328	-1.790676102	0.978807903	-0.490944794	NA	-0.598191598	1.077439541	-0.440757999	0.89931543	-0.773166517	0.241056278	0.120920056	0.11176829	0.297213296	1.136066974	0.533722335	NA	-0.454126912	-1.392914956	-0.107949225	0.871969286	-1.158650134	-2.283679596	-0.97152075	-0.671979936	0.062431315	-0.544628314	-1.059118764	-0.322914985	-0.29758741	-0.631631213	-0.534890041	-0.702323966	-1.167164903	1.529683285	-2.088137706	-0.486896228	-0.037384282	0.632554087	-0.579990385	1.728770535	-1.510099142	0.850389811	0.722308447	-0.04294914	1.304518355	-0.808778385	0.115361654	0.774803355	-0.250871651	0.469626243	-1.446347663	2.000179687	-0.228356779	-0.656948522	0.48985505	-0.554596352	0.519843696	0.43258323	-0.298901746	0.828703092	0.543838432	1.052906748	0.062147253	-0.764892275	NA	1.932451908	-1.289954183	0.363726682	0.580090066	0.94682563	-0.591181795	0.053600638	-0.985773223	-0.432397262	0.846644093	-0.474565208	-0.975181687	0.062855195	-1.37287082	-0.163684357	-0.913866283	1.527758456	-0.701272804	-0.065595642	-0.85318673	-0.453593065	-0.440517264	2.297514048	-1.172545033	0.03686998	0.155335086	1.66656217	-0.349876492	-0.093088215	0.133842188	0.714641272	0.441107953	0.002754951	-0.826360525	-1.399764417	-1.664701756	-0.481969977	-0.305978899	-1.420766017	-0.593081019	-2.233288679	-0.549755229	1.925226819	0.14335981	-1.577318706	-0.118221069	NA	0.465391033	-1.187301777	-1.5495638	0.960107756	0.898868615	-0.2610792	-0.708831656	-0.303897724	0.195066733	0.388509739	-0.770837325	-0.209558723	1.509759548	-0.451079589	-0.495417425	0.521208058	-0.723280506	1.423628386	0.305393206	-0.183483513	0.053982162	-0.414368338	-0.080158266	0.217701778	1.017567892	0.519217295	-0.913844356	1.892174196	-0.43775634	-2.548761906	-0.431839743	-0.22083292	0.434374054	0.397411299	-0.116692543	-1.301125332	-1.500243128	0.730457632	0.626260626	0.66119689	-0.291337243	-2.568126005	1.258872867	-1.111481167	0.738615332	0.227664372	2.289387406	-0.511725634	-0.004303194	NA	-0.034953597	-0.576047299	1.126789524	-0.762073883	1.528666434	0.766603891	-1.109889194	0.133336774	0.41081996	0.014478084	0.754925606	-1.688499678	1.110650011	-0.75050301	-0.258742775	1.31565828	0.626028915	-0.339556188	0.067065358	-2.503275254	1.687349302	-1.601606364	NA	0.598191247	-0.111900898	0.720097912	0.652397858	-1.232168929	-0.377346381	1.265497826	-0.32214289	0.627608307	0.372249361	1.122998829	0.618341095	1.529122283	-0.873984727	0.129951563	-0.070782085	NA	-0.025462883	0.376302367	0.512991059	-0.56490827	-1.593601589	0.504978636	1.563378132	-0.432672675	1.022193708	2.465074671	0.106810951	0.891224723	-0.070987481	-0.882393254	-0.296638299	NA	0.451873729	-0.811578312	0.136759924	0.372870134	0.879895084	-3.140089074	-0.300527183	0.270851867	-0.074883271	-0.986787553	0.410270999	2.853698412	-1.959055127	NA	-1.889315688	-0.421391923	-0.70994019	-0.083555038	-0.719678925	0.07636114	-1.014725496	0.178294334	0.068040289	-1.693467363	1.297912015	1.167146743	0.09380672	-0.779562533	-2.483152168	-0.938966276	-0.238588417	1.108190145	0.041988266	1.971486808	1.825613375	-0.336675606	0.591891779	-0.16944444	-0.922944159	-1.072127752	-0.559299952	1.67281763	-0.41687982	0.978992432	-1.067342372	0.897268206	-0.216340016	0.081767643	-1.024418289	-0.939571229	0.659012331	-1.74444171	0.340239724	-1.105074501	1.463597945	-0.689275104	0.826421855	0.637103231	-0.322382634	0.199542263	0.001848787	-1.351934243	1.726940612	0.036549286	1.384333869	NA	-0.37114024	0.942081069	-0.309745046	-1.100378099	-0.552158691	NA	0.204136129	-1.780393616	-0.19389164	-0.094624224	1.198327749	0.674823918	0.553589567	-1.262661757	-1.716046264	-0.603599268	0.383564961	1.156352556	0.841410361	3.058637881	2.740483793	-1.075995725	-1.152523209	0.730586882	0.058200719	-0.451192529	0.096266446	0.149802985	0.805422758	1.682400317	0.341668155	-0.559802731	1.358856854	-0.077856365	0.899712794	NA	-1.381651129	0.357181857	NA	-0.446675734	-0.781274317	-0.04030776	2.163326228	0.436765292	-1.539241502	0.752746061	0.194836376	0.58743049	-0.02126251	-0.731001446	0.168976699	-1.400872004	0.909200314	-0.06853287	-0.892687647	0.382203643	-0.805860835	-0.7198177	0.036555712	-0.376597646	-1.115761424	0.557944437	-1.020731717	-1.399856345	1.534579398	-0.385389999	-0.071279816	-0.42898186	0.530454305	-0.178873852	-0.458308807	-2.132109113	0.948965416	-0.317815476	0.764393506	-0.210157237	-1.575954466	-0.148794596	1.116797062	2.116001503	0.4647066	1.561375251	-0.781608822	-0.353703514	-0.261593923	1.605618502	-0.359477241	-0.680704056	0.829891916	-0.598008132	-0.308871157	1.907372748	-1.436838099	-1.201651966	1.494303813	-0.46023533	-0.255826309	0.683385128	-1.406177566	0.765468006	0.401678521	-0.144554878	-0.577122507	-0.940942841	0.715911708	0.309745313	0.119170116	0.473756428	0.596535352	-0.373817398	2.461829504	-0.215992224	-1.244862761	0.648550167	-0.200532504	1.027483719	0.010906775	-1.4744101	2.002689483	-0.721287309	-0.253946167	-0.299171427	-0.535860955	0.243576211	-0.610138921	0.209491404	0.005942411	1.904417832	0.003495383	-1.452958895	1.398950687	0.221587824	-0.11946358	0.173878779	0.373439015	2.820839953	0.777051411	0.480519929	0.100676272	0.385297801	1.485315471	0.465015991	1.618066019	0.706149101	-1.462883441	-0.866614968	0.376710638	0.653061477	-0.292976238	0.573588709	-0.666459445	-0.539085627	0.326047598	-0.751235494	-0.903350928	-0.912216912	-1.112727335	0.6651141	0.607547671	0.233385975	0.091088447	-2.144562585	1.292733651	0.277812267	0.121623298	-0.350219989	0.492470786	-0.368714195	-2.589998754	0.287599554	0.168656153	0.011760243	-0.206468437	-1.837311055	-0.208875575	2.400085021	0.229377157	0.171338449	0.921790016	-0.149717931	0.638942184	-1.153619351	0.824796077	0.015912093	-0.051063625	1.349441932	0.430484647	-0.344550687	0.064522887	-0.416916818	0.012615909	0.085363983	NA	-1.843353674	-0.165937915	-0.340920503	2.582849338	-0.300022884	0.403637026	-0.192944804	0.837625987	0.34958365
Free_C	-1.327205496	-1.479014191	0.481703262	2.383669013	1.200937349	-1.401688689	0.389313315	-1.528828408	0.004922087	2.095786068	0.476934626	-0.911275785	-0.954248458	2.457662881	NA	0.462875322	-0.148224575	-0.168693704	1.967322507	-0.835528246	0.832418662	-0.064455577	NA	0.584090702	0.107029101	1.195241724	-0.570180976	-0.972977926	NA	0.763992744	-0.956975079	0.577166633	-0.862888404	-0.241489851	-0.104878493	NA	0.352211842	0.861385243	-0.366455125	1.335581357	-0.99035519	0.65802226	0.61617358	0.370469861	0.527606179	0.820907256	0.811829387	NA	0.11277362	-1.432956232	0.090626614	0.606497169	-0.874541941	-1.926727884	-0.888759525	-0.347385906	-0.162757694	-0.557363832	-1.519707979	0.117169161	-0.138826839	-0.749137614	-0.560424398	-0.6367334	-1.31157704	0.734320984	-1.650251346	-0.633747157	0.05021087	0.466727712	-1.229579074	1.661027665	-1.188411701	0.636552426	-1.534941805	0.295595356	1.55993126	-0.744651734	0.477726469	0.627795382	-1.15026562	0.735095685	-1.498970203	1.012782315	-0.384629599	-0.432062055	0.286315482	-0.542216675	0.63157717	0.101227307	0.067957146	1.067594043	0.45598363	1.530098897	-0.371916698	-0.455296692	NA	1.182262013	-0.918966999	0.588709533	1.129463396	1.321789883	-0.525486533	0.283562923	-0.588563255	-1.045795094	-0.017739863	-0.25658028	-0.816531416	-0.454628009	-0.968584525	-0.22042224	-0.903750566	1.977312394	-0.602060287	0.021857865	-0.700039407	0.251726704	-0.310329775	2.949677718	-0.818579867	-0.016796269	0.533405638	1.644651126	0.01524675	-0.124628665	0.028268822	0.586826715	1.372793961	-0.204760474	-1.411870208	-2.468201796	-1.632434433	0.150428875	-0.136505154	-1.219799528	-0.503005645	-1.390069094	-0.933497158	1.786460394	-0.648315482	-1.457585254	-0.155738836	NA	-0.020424289	-0.710280663	-0.829252023	0.795711267	1.007508965	-0.052543873	-0.776985137	-0.523092956	1.226390516	0.133870094	-0.485768556	0.142910154	1.409202444	0.282742042	-0.273897621	0.863329754	-0.483596422	0.940317392	0.021538321	0.118386713	-0.556053786	-0.167026416	0.064480921	0.120304521	1.610873401	0.289939217	-0.753529243	1.788881815	-0.485773633	-2.060803458	0.177487197	-0.176908669	0.434320019	0.204395837	-0.760468752	-1.103874674	-0.824308826	0.853305607	0.811762414	0.540778867	0.253645339	-1.487852994	1.435256348	-0.539602538	0.499615962	0.65547691	2.014195769	-0.765125832	0.017724621	NA	0.159429234	-0.280086465	1.10328838	-0.713503717	1.616114732	0.884102417	-1.834743474	0.063809358	1.405416877	0.532327587	0.844707361	-1.127672296	1.881993134	-0.574946096	-0.381335538	0.435724549	1.167369728	0.495580043	-0.870498954	-1.874997768	1.890686595	-0.975537497	NA	1.096307544	-0.054740866	-0.255490765	0.607212809	-0.882909649	-0.007274234	1.171799863	-0.337648466	1.176077854	0.038669268	1.287628631	1.340072645	1.944572864	-0.727907237	-0.376066721	-0.801559008	NA	-0.392818613	-0.141342412	0.827713596	-0.244516108	-1.229820528	0.248348313	2.092127304	-0.17496105	1.387878906	2.328019463	-0.722794881	-0.529706639	-0.233601992	-0.476939788	-0.137095734	NA	0.436074628	-0.803458964	-0.384021346	-1.598685982	0.885140421	-3.056048999	-0.291861195	0.37215108	-0.121257355	-0.0196722	-0.451637273	1.9447027	-1.9112078	NA	-1.250552267	-1.020714502	-0.567370031	-0.072469428	-0.483791065	0.66614973	-1.425596834	0.304725887	-0.069333965	-1.071967585	1.287501306	1.452029468	0.312046164	NA	-1.915514203	-1.615249704	-0.438056736	1.125937985	-0.019964669	1.874254606	0.710528954	-0.976792492	-0.016934517	-0.203137003	-0.623431132	-1.708075929	-0.325332474	1.085704957	-1.105405661	0.927250776	-1.684773953	1.110812671	0.109773806	-0.087368136	-0.541408862	-1.375209327	0.84677239	-0.801410799	0.522123413	-1.225423324	1.334932507	-0.386758623	0.077608177	0.254791001	-0.558934195	0.126986353	-0.396051812	-0.918920585	0.878203274	0.243792396	1.718276255	NA	-0.254512502	0.143911436	-0.103823113	-0.670224528	-0.300120012	NA	-0.581883482	-1.64003934	-0.164244702	0.115447839	0.936153958	0.688777634	0.380999003	-1.595720345	-1.951412363	-0.307448217	0.345744226	1.300199023	0.902233565	2.928918385	2.287052022	-0.746861487	-0.87425937	0.679162079	-0.498878283	-0.678189414	0.374123005	-0.709872044	1.48407623	1.820092348	0.68349331	-0.171972482	0.561362839	-0.202331285	0.554920141	NA	-0.517499229	0.144552418	NA	0.047287662	-1.195108936	-0.416007332	1.34809085	-0.005228676	-0.744273809	-0.822342481	0.125413299	-0.0282841	-0.785798598	-0.640550686	-0.071000553	-1.484602096	0.541756496	-0.276842423	0.142897827	0.235472695	-0.493671175	-0.313137149	-0.44651151	-0.024737409	-0.665219918	1.183449325	-0.516063432	-1.499145935	0.789955336	-0.531893625	-0.669887797	-0.286873727	0.675346416	-0.224103563	-0.420082599	-1.79906152	0.90733577	-0.36595811	0.115724735	0.627209628	-1.448336055	0.087697179	0.833758864	1.869080015	0.402555848	0.66099076	-0.26085267	-0.459979548	-0.812934084	1.563453074	0.19928008	-0.331824039	-0.611291397	-0.104131823	0.089739385	1.548788204	-0.927228046	-0.898757758	1.878779998	0.547149533	-0.88807202	1.463245113	-1.29578719	-0.114951187	-0.13054369	0.28087841	-0.482659245	-0.773426502	0.487407234	-0.141037474	0.502397591	0.960428899	0.746848733	-1.13597791	2.606212308	-0.123183198	-0.750493006	0.802985834	0.185256251	1.588792549	0.286877476	-1.080383951	2.123333695	-0.827970486	0.796905642	-1.069087795	-0.384786169	-0.082982425	-0.243944297	-0.481876421	-0.105974715	1.817539977	0.075191895	-0.939831374	1.191514493	0.406733293	0.017709077	-0.316373557	0.327482085	3.414259207	0.801543238	-0.739808626	0.2112402	0.939028663	0.90792336	0.011571663	1.673757268	1.216386072	0.395558163	-0.212408235	0.042685401	0.67118282	-1.469898729	0.239874721	-0.135766168	-0.604788645	0.364729356	-1.388088696	-1.097657425	-0.703716046	-0.502963199	0.132105135	0.528702198	0.344031396	-0.171449296	-2.361909829	2.080533457	0.240215609	0.000542683	-0.31483755	-0.678864196	-0.353511998	-2.407755614	-0.415289142	-0.55613755	-0.17487051	-1.369573197	-1.876015689	-0.325909413	1.551174326	0.504602392	0.202791232	0.919445434	-0.28911748	-0.1282727	-0.845600106	0.50493674	0.746741375	-0.171348924	1.773710666	0.633880322	-0.163779633	-0.643467202	-0.562297705	-0.151436772	0.625549131	NA	-1.4204569	-0.401720915	-0.335421158	2.942875151	-0.611274683	-0.729667406	-0.436514273	1.09850824	0.633805669
